Overall Satisfaction,Attribute 00,Attribute 01,Attribute 02,Attribute 03,Attribute 04,Attribute 05,Attribute 06,Attribute 07,Attribute 08,Attribute 09,Attribute 10,Attribute 11,Attribute 12,Attribute 13,Attribute 14,Attribute 15,Attribute 16,Attribute 17,Attribute 18,Attribute 19,Weight
7,7,8,8,10,8,7,8,8,7,7,7,8,8,8,8,8,8,7,8,8,0.468610319
7,7,8,8,9,8,8,9,8,8,9,8,7,8,5,8,9,5,8,8,6,0.781743604
6,6,7,7,10,6,7,9,9,5,6,6,5,6,6,4,6,4,5,5,4,0.56249775
8,8,8,9,10,7,7,8,9,8,8,8,9,9,9,9,9,9,9,8,9,0.402887144
8,8,8,8,10,9,9,10,10,9,9,9,9,9,10,10,10,5,8,8,6,0.730011053
5,6,6,5,8,5,5,5,5,5,5,5,3,5,5,,5,4,5,5,5,0.494212581
8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,9,9,8,0.523666006
8,8,9,9,9,9,8,8,8,8,,8,9,9,9,10,9,7,9,9,8,0.851830097
7,7,7,7,6,7,8,8,8,6,7,7,7,7,7,8,7,7,8,7,7,0.034992482
8,8,9,7,9,8,7,9,9,8,8,8,9,7,8,9,9,7,7,8,7,0.189434537
8,8,8,8,10,10,9,9,10,6,8,8,8,7,8,8,9,6,7,9,6,0.610417375
7,7,7,7,9,7,7,8,8,5,3,5,6,5,7,7,8,7,7,7,7,0.766964895
8,8,9,7,9,10,10,10,10,9,9,9,8,9,8,8,9,9,9,9,9,0.02230769
10,10,10,10,10,,,,,,,,,,,,,,,,,0.250752322
9,8,9,9,10,9,9,9,9,8,9,9,8,8,8,9,8,7,,9,9,0.563250877
8,8,8,8,9,8,9,9,8,5,8,8,7,8,8,6,8,5,8,8,6,0.042649048
6,6,6,6,6,7,8,6,7,6,6,7,7,5,7,8,8,5,6,7,5,0.519724224
8,8,9,8,10,7,8,8,8,6,8,8,,7,7,7,,5,7,,5,0.038380591
8,8,9,9,10,9,9,9,9,9,8,8,8,8,8,9,9,8,8,8,8,0.281358942
6,6,6,7,9,7,7,6,8,6,8,8,8,7,8,6,8,5,8,9,7,0.417310529
6,8,9,7,9,8,8,9,10,8,8,8,9,8,9,10,9,5,8,9,5,0.497432355
5,7,8,6,10,,,,,,,,,,,,,,,,,0.93526029
9,9,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,7,10,8,9,0.980454171
10,6,6,5,10,9,9,10,10,4,10,10,5,10,10,5,10,5,7,7,5,0.499781313
10,9,9,8,9,,,,,,,,,,,,,,,,,0.999716603
8,8,9,8,10,9,10,9,8,5,9,9,9,9,10,8,9,6,9,9,8,0.708326848
8,8,8,5,9,9,10,10,10,7,7,8,8,9,7,8,8,8,9,9,6,0.835285354
10,10,10,10,10,,,,,,,,,,,,,,,,,0.125599267
8,8,9,8,10,,,,,,,,,,,,,,,,,0.892701905
9,9,9,8,10,9,8,9,9,9,9,9,9,9,9,9,9,7,8,9,7,0.461431182
8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,9,8,10,10,10,0.978727734
7,7,8,7,10,8,9,9,9,7,8,8,4,9,9,9,9,8,8,9,8,0.289788859
9,7,8,8,10,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,0.482876682
7,7,7,6,10,9,10,10,9,9,8,8,6,5,9,9,8,8,9,8,8,0.255754523
8,8,9,8,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.071580103
8,8,6,6,10,8,8,9,8,4,7,7,5,7,8,7,8,5,8,9,6,0.867580238
7,7,7,7,7,8,7,7,7,7,7,7,6,6,7,7,8,7,7,7,8,0.243037961
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.069530713
10,10,9,9,10,10,10,10,10,6,7,7,8,10,10,7,10,7,9,10,7,0.475556679
8,8,8,8,10,,,,,,,,,,,,,,,,,0.901916349
6,5,8,6,10,9,9,10,8,5,5,6,7,6,4,7,8,7,9,9,7,0.309442803
8,9,8,8,10,9,8,10,10,8,10,8,9,9,9,9,10,10,9,10,10,0.628059029
8,8,8,8,9,,,,,,,,,,,,,,,,,0.933804947
10,9,9,10,10,10,9,10,10,10,10,10,10,9,10,10,9,9,10,10,10,0.644694416
10,10,10,10,10,9,10,10,10,9,10,10,9,9,9,10,9,9,10,10,9,0.411480244
7,7,7,5,9,6,6,6,6,4,5,5,5,4,5,5,5,3,5,7,4,0.29348772
8,8,8,8,10,10,10,10,10,10,10,10,8,8,10,5,10,7,10,5,9,0.162340552
10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,9,10,10,9,0.258868268
7,7,8,8,9,,,,,,,,,,,,,,,,,0.652034313
7,6,7,7,10,7,9,9,9,6,6,7,7,8,9,9,9,4,5,9,4,0.781697714
8,8,8,8,9,,,,,,,,,,,,,,,,,0.907103365
8,8,8,8,10,9,9,9,7,4,6,7,7,7,5,5,8,7,7,8,7,0.46853874
8,8,8,7,8,7,8,8,8,8,8,8,7,7,7,8,8,7,6,6,7,0.798858783
7,7,7,7,10,7,9,9,7,5,6,6,8,8,8,7,9,8,7,7,7,0.565986177
9,9,9,9,10,9,9,10,10,9,7,8,7,8,9,10,9,9,10,9,9,0.769044861
9,9,9,8,9,8,9,9,9,8,8,8,8,8,9,8,9,6,9,9,6,0.661820916
10,10,8,8,10,9,9,10,10,8,9,9,10,10,10,10,10,10,10,9,7,0.839050133
7,7,7,6,10,8,9,9,8,5,6,6,6,7,7,6,6,5,8,8,5,0.023724357
6,7,8,6,9,6,7,8,8,6,7,6,7,7,7,7,6,7,6,6,5,0.931111443
9,8,8,9,9,9,9,9,9,9,9,9,6,9,9,9,10,8,8,8,8,0.274106414
7,7,7,7,10,7,7,8,8,7,7,7,7,7,8,7,7,2,7,7,2,0.618763459
8,8,9,9,10,9,9,9,7,7,7,8,8,7,8,8,9,8,8,8,8,0.640482389
8,8,9,9,10,10,10,10,10,5,9,9,9,10,9,7,10,9,10,10,7,0.817687216
8,8,9,7,9,8,8,8,8,7,7,7,7,8,8,6,9,9,8,8,9,0.84425621
8,8,6,7,10,8,10,9,10,8,5,7,7,7,9,7,8,7,7,6,8,0.485545389
10,10,10,9,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,0.808156528
9,9,9,9,10,10,10,10,9,9,9,9,,10,10,10,10,10,10,10,10,0.406431761
8,8,10,5,10,10,10,10,10,5,5,5,5,5,10,8,10,4,10,10,4,0.288331607
8,8,8,8,9,8,8,8,9,7,8,8,6,8,8,7,8,8,7,8,8,0.382942373
8,9,8,8,9,8,8,8,8,6,8,8,8,8,8,8,8,5,8,8,5,0.210313903
8,8,9,8,10,10,10,10,10,10,9,9,9,8,9,9,9,10,10,10,10,0.674422416
5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.184565872
8,8,8,9,10,8,10,10,10,8,9,10,9,10,10,9,9,7,8,10,7,0.882788164
8,8,8,8,10,8,8,8,8,6,8,8,8,6,8,8,8,8,8,8,8,0.942959116
10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,9,10,10,9,10,10,0.551546082
8,8,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,0.946879756
7,7,7,7,7,,,,,,,,,,,,,,,,,0.212271413
7,8,8,7,10,10,10,10,10,10,,,10,10,10,,10,8,10,10,8,0.961910097
8,9,8,7,10,10,10,10,10,10,10,10,10,10,9,10,10,8,9,10,8,0.484198539
8,8,7,8,10,8,8,8,8,8,8,10,7,7,9,9,10,10,10,10,10,0.5130945
8,7,9,7,9,9,9,9,9,9,9,7,9,9,7,9,8,9,9,9,9,0.459894319
10,8,8,7,10,9,8,8,8,8,8,8,9,8,8,8,8,7,8,8,4,0.313211968
6,5,5,6,9,7,7,8,8,6,7,7,8,7,9,7,8,7,6,8,6,0.409242109
5,5,,5,8,,,,,,,,,,,,,,,,,0.47496228
8,8,8,7,10,,,,,,,,,,,,,,,,,0.088105604
9,9,10,10,10,,10,10,10,9,9,8,9,10,10,10,10,9,10,10,10,0.261798378
8,8,9,6,9,8,9,9,9,8,8,8,8,8,8,8,9,7,8,9,7,0.403544609
8,8,8,8,9,9,10,10,10,9,9,9,9,9,10,9,9,9,9,10,9,0.898485319
8,8,6,8,10,8,9,10,8,8,7,8,8,8,7,8,8,5,7,8,5,0.161744917
7,7,8,8,10,9,8,9,8,6,6,6,7,7,8,8,10,8,9,9,8,0.772177089
7,7,7,7,9,,,,,,,,,,,,,,,,,0.897793608
7,7,7,7,9,7,7,7,8,7,7,7,6,6,7,7,7,6,7,7,7,0.359468271
7,8,7,8,9,7,8,8,8,7,9,8,7,8,6,9,8,5,7,7,5,0.105805183
7,7,7,7,7,7,8,8,6,7,6,7,7,6,8,6,6,6,7,7,6,0.941229439
9,8,8,8,9,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,0.002870967
7,7,5,7,8,8,8,8,8,8,8,8,7,5,8,8,8,1,5,8,5,0.083216184
8,8,9,9,8,8,8,6,8,8,8,8,7,9,8,8,8,8,8,8,8,0.672738716
10,10,10,10,10,,,,,,,,,,,,,,,,,0.605010092
8,8,7,7,6,8,9,9,7,5,7,6,8,8,7,7,8,7,8,8,7,0.768512703
5,5,5,6,8,8,9,9,8,8,8,8,2,8,8,8,8,8,8,8,8,0.822125726
9,8,10,9,10,9,9,8,9,8,9,8,8,8,9,8,9,8,8,9,5,0.328437803
6,7,8,6,9,6,6,7,7,6,7,6,7,,6,7,7,6,8,8,6,0.484497997
8,8,8,8,10,9,9,9,9,7,8,8,8,8,9,8,8,8,9,9,7,0.538483312
6,6,6,6,10,8,8,9,7,6,6,6,6,5,8,7,8,5,7,9,5,0.345577563
10,10,10,10,10,,,,,,,,,,,,,,,,,0.157909844
9,9,10,9,10,10,10,10,10,9,9,10,8,10,10,10,9,7,10,10,7,0.522784869
8,8,8,8,10,9,9,10,10,9,9,9,9,9,9,9,10,10,10,10,9,0.494555172
6,7,7,7,9,7,7,8,7,7,7,7,7,6,7,8,7,4,6,7,5,0.459199365
10,10,10,9,10,9,9,10,10,8,9,10,10,10,10,10,10,8,10,10,9,0.868062015
8,8,8,8,9,9,9,9,9,8,8,8,8,9,8,8,8,8,9,9,7,0.738578524
8,8,8,8,10,8,9,9,8,9,9,9,8,9,8,8,8,7,8,8,7,0.958155067
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.183762568
7,7,7,8,9,8,9,9,9,8,8,8,7,8,5,8,7,8,7,8,8,0.342400946
9,9,9,10,10,7,10,10,9,9,8,10,9,10,10,10,7,8,8,8,10,0.325943434
9,9,9,9,10,10,9,9,10,9,9,9,9,9,9,9,9,9,9,9,10,0.866062745
7,7,8,8,8,7,6,8,8,6,7,7,8,8,8,7,8,5,7,8,5,0.280353369
7,7,7,7,8,7,8,8,8,8,8,8,7,7,8,8,8,7,8,7,7,0.406537545
8,9,8,8,10,9,9,9,10,9,9,9,8,9,9,9,10,8,9,10,9,0.741795465
8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.121832085
7,8,8,7,10,8,8,8,8,8,8,8,9,8,9,8,8,5,8,8,6,0.457282286
8,9,9,9,10,8,10,10,9,4,5,9,7,9,10,8,10,9,10,10,9,0.110845382
6,6,6,7,9,5,7,8,7,7,7,7,6,7,5,7,7,5,6,6,5,0.805114702
8,8,9,7,10,7,7,8,8,7,7,7,8,8,6,7,7,6,7,7,6,0.779812224
10,9,10,10,9,10,10,10,10,10,9,10,9,9,9,9,10,10,10,9,9,0.65348856
6,5,6,6,7,6,7,7,7,7,7,7,4,6,4,4,6,5,6,6,6,0.744602602
7,7,10,9,9,7,8,8,5,6,7,7,6,8,8,9,9,8,8,8,8,0.171315255
4,4,6,4,6,,,,,,,,,,,,,,,,,0.834986983
8,8,8,8,10,6,9,9,9,9,9,8,8,8,8,8,8,6,8,8,6,0.743194057
8,7,7,7,9,,,,,,,,,,,,,,,,,0.329066126
7,7,7,7,10,7,8,8,9,8,8,6,7,7,6,10,6,8,5,7,8,0.396304571
7,7,8,8,8,8,8,8,8,7,7,8,8,7,8,7,8,5,8,8,5,0.086415852
7,6,6,5,8,5,6,6,6,5,6,6,4,5,7,6,6,,6,6,5,0.581181276
7,7,8,5,1,,,,,,,,,,,,,,,,,0.996882221
7,7,8,8,8,6,6,7,8,6,6,6,6,5,7,5,5,4,5,7,5,0.007000014
8,8,8,8,10,9,10,10,10,8,5,6,7,6,8,8,10,5,8,8,5,0.742904401
9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,8,8,9,9,8,0.402861666
8,8,8,8,9,8,8,8,8,7,8,8,7,8,9,8,8,7,8,8,7,0.728431099
10,10,10,10,10,10,10,10,10,10,8,10,10,10,8,10,10,8,10,10,8,0.149235363
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,9,0.210404429
7,6,7,6,10,7,7,9,9,8,8,8,7,7,8,9,9,7,6,8,7,0.460174613
7,7,7,5,10,6,8,8,8,6,8,6,7,8,5,7,7,6,7,7,7,0.960490848
8,8,8,8,8,7,9,9,9,8,8,8,8,8,8,8,9,9,8,8,9,0.918053607
10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.335612904
8,9,9,8,10,8,9,9,10,8,8,9,7,8,8,9,10,6,9,8,6,0.62935167
9,9,9,10,10,10,10,10,10,9,9,9,9,9,9,8,10,10,9,9,10,0.696218838
8,9,8,8,10,9,9,10,10,8,8,8,10,10,10,9,9,8,9,9,8,0.087362577
9,9,9,9,9,,,,,,,,,,,,,,,,,0.749446567
8,9,10,10,7,8,8,8,8,8,8,9,10,10,6,8,8,5,8,,4,0.089371343
8,7,7,7,6,,,,,,,,,,,,,,,,,0.414777544
5,6,8,8,9,7,8,9,8,7,7,6,,9,6,7,8,5,6,7,6,0.387472155
8,8,8,7,10,7,9,10,10,9,8,8,8,8,9,9,9,5,8,8,5,0.903585224
8,8,,6,10,8,8,7,8,6,5,7,8,9,9,8,8,7,8,10,7,0.44731407
10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,0.750110177
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,0.780166298
10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,0.370721468
10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.751531643
8,7,8,8,9,8,8,7,8,7,8,8,7,7,8,8,8,5,8,8,6,0.693446463
8,7,8,6,10,,8,10,9,5,6,7,7,7,9,7,9,6,9,9,7,0.159922121
8,8,8,7,9,9,9,9,9,8,8,9,9,9,9,8,9,9,8,9,7,0.185065706
9,9,9,10,10,10,10,10,9,9,9,9,9,8,10,8,9,9,9,9,9,0.903388835
6,6,8,5,8,7,7,7,8,6,6,6,6,6,6,7,7,1,6,6,1,0.759405681
7,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,0.442775635
8,8,8,8,7,6,7,7,6,7,7,7,8,7,8,6,7,6,8,8,6,0.444007347
7,5,8,8,10,8,8,10,10,10,10,8,4,9,8,8,8,1,8,8,2,0.214232627
9,8,9,9,10,8,9,9,8,8,8,8,6,8,8,7,6,8,8,8,8,0.06512427
8,8,8,8,10,7,7,9,8,7,7,7,7,8,8,8,8,8,8,8,8,0.808364492
8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.803677275
8,8,8,8,9,7,8,8,8,7,8,8,8,8,8,7,8,6,8,8,6,0.359962842
10,10,10,10,10,9,10,10,10,8,8,8,8,9,9,8,9,7,6,,6,0.485469369
8,8,8,8,10,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,8,0.520303188
9,9,9,8,10,9,10,10,10,8,9,9,9,9,10,8,9,7,10,10,7,0.468580965
8,8,8,5,9,8,9,9,9,8,8,8,7,8,8,8,8,7,8,8,7,0.132132024
10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,9,9,8,9,9,,0.439288031
7,9,8,8,10,9,8,8,8,7,8,8,8,8,6,8,8,5,8,9,6,0.748096639
8,7,7,7,8,8,8,8,7,6,7,7,7,6,8,6,7,5,5,7,7,0.994732108
8,8,9,8,9,9,10,10,10,4,7,7,8,9,9,8,10,8,9,10,9,0.760262663
9,9,9,8,10,9,8,9,9,8,8,8,9,9,8,9,9,9,9,9,8,0.428482816
7,7,7,7,9,8,9,9,8,7,7,8,9,9,8,8,8,9,9,9,8,0.025990453
5,6,6,5,10,,,,,,,,,,,,,,,,,0.381832223
8,7,8,7,8,,,,,,,,,,,,,,,,,0.596645338
9,9,9,10,10,8,8,8,8,9,8,8,9,9,9,8,,9,8,8,8,0.728539701
5,5,,5,7,5,5,6,6,5,4,4,5,4,5,5,6,5,4,5,5,0.490831976
7,8,6,7,8,7,8,7,7,5,,6,8,7,7,7,8,4,7,8,6,0.445769987
9,9,10,9,10,10,10,8,10,10,9,9,9,10,10,9,10,8,10,10,10,0.604534409
6,6,6,6,6,6,6,7,7,5,6,6,5,5,6,5,7,6,7,7,7,0.935140886
7,7,7,8,10,7,7,8,8,5,7,6,8,7,7,8,6,8,7,7,8,0.636858298
8,8,8,7,10,9,7,9,9,8,8,8,7,7,8,7,9,8,8,6,6,0.368588359
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.520757419
8,8,8,9,9,,,,,,,,,,,,,,,,,0.858104911
9,9,9,7,10,7,7,6,8,7,6,6,8,8,8,,9,5,9,9,6,0.56656751
8,8,8,7,10,7,8,8,8,7,7,7,7,6,7,7,7,7,7,7,7,0.55904077
6,6,8,5,10,,,,,,,,,,,,,,,,,0.506258296
8,8,9,8,10,9,9,10,10,8,9,9,8,9,8,9,9,8,9,9,8,0.196486103
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.234422911
6,6,6,6,10,8,7,8,8,8,7,7,7,8,8,8,8,6,6,8,6,0.552843463
8,8,8,8,9,8,8,8,8,6,7,8,8,8,9,8,7,3,6,8,3,0.443189803
4,4,4,4,5,,,,,,,,,,,,,,,,,0.82544251
8,7,8,7,9,8,8,8,8,5,6,6,6,8,6,6,8,5,8,8,5,0.695264692
9,9,9,9,9,8,8,8,9,9,9,9,8,9,8,8,8,6,8,8,7,0.342754055
8,9,8,7,9,9,9,9,9,9,9,9,9,9,8,8,9,8,6,9,8,0.835905079
9,9,9,9,10,9,9,9,9,8,8,8,8,9,8,8,9,9,9,9,8,0.010391365
7,7,8,6,9,8,10,9,9,9,9,9,8,9,7,7,8,7,8,9,7,0.548224761
6,7,7,6,9,,,,,,,,,,,,,,,,,0.904830144
8,8,9,9,9,10,9,9,9,8,9,9,8,8,8,8,10,9,9,9,9,0.652749741
9,9,9,9,9,8,,9,8,6,7,7,7,7,7,7,8,7,8,8,7,0.98172625
8,7,7,8,9,7,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,0.870340837
8,8,8,7,10,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,5,0.791068403
8,8,9,8,9,8,9,9,9,8,8,9,6,8,9,7,9,8,8,9,7,0.325551036
8,8,8,7,10,9,9,9,9,7,8,7,8,8,8,7,9,8,8,9,8,0.399140833
9,10,10,8,10,,,,,,,,,,,,,,,,,0.516194233
5,5,6,6,7,,,,,,,,,,,,,,,,,0.077526923
8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,10,8,8,10,0.179597099
8,9,9,8,9,9,9,9,9,8,9,9,8,9,8,9,9,9,9,9,7,0.114508761
9,9,9,9,9,9,10,10,9,9,9,9,8,9,9,9,9,9,9,9,9,0.836700624
9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.888657289
8,8,8,7,10,8,8,8,8,5,6,8,6,6,7,6,8,8,10,9,8,0.723664464
8,8,8,7,8,8,8,8,8,7,8,8,8,8,8,8,7,6,7,8,6,0.979620851
9,9,9,9,10,9,10,10,10,10,10,10,9,10,10,9,9,7,9,9,7,0.020313174
8,9,8,8,10,8,8,5,7,7,7,7,7,8,9,9,8,5,7,8,5,0.733015842
8,8,8,8,9,6,7,8,8,7,7,7,7,7,7,7,8,7,7,7,7,0.669438767
8,8,8,5,9,6,8,8,8,8,7,7,6,6,8,8,7,7,8,7,7,0.452090047
6,7,7,7,8,8,9,9,9,8,8,8,9,8,9,8,9,5,8,9,6,0.306329922
7,7,7,7,10,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,0.486985885
10,10,10,9,10,8,8,10,10,7,8,8,10,8,8,8,8,7,7,9,8,0.087976334
9,9,9,9,10,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,0.657430719
6,6,6,7,8,6,7,6,7,6,7,7,7,7,7,7,7,8,7,6,8,0.381571488
8,8,8,8,9,10,6,2,8,8,8,7,8,7,8,7,8,6,9,9,8,0.774414923
8,9,9,9,10,9,9,9,9,2,8,8,8,9,9,9,9,10,9,9,9,0.083198214
8,7,9,8,10,8,8,9,8,8,8,8,8,8,8,7,9,6,8,8,6,0.534943815
9,9,9,9,9,7,8,9,9,8,9,9,7,6,7,7,8,8,8,8,9,0.298610562
10,10,10,9,10,8,8,8,8,7,9,9,8,9,9,9,8,7,8,9,7,0.718009475
7,7,8,6,9,8,8,8,9,5,7,7,9,8,8,6,9,6,7,9,6,0.197256827
8,8,8,7,9,6,8,8,8,5,7,7,6,7,8,6,8,5,7,7,6,0.128204378
5,5,6,5,8,6,6,6,6,5,5,4,6,6,3,5,5,5,6,6,6,0.855091597
9,9,9,8,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.585295378
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.15254703
8,7,8,7,9,6,8,8,8,6,7,6,5,6,5,7,7,5,6,8,5,0.647603625
9,9,10,9,10,8,8,9,9,7,8,8,10,9,8,8,9,9,8,9,8,0.320238116
8,8,8,9,9,8,9,9,8,8,8,8,8,7,9,9,8,8,8,8,8,0.341326635
9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.345414455
6,5,6,6,10,8,8,9,6,4,7,7,9,7,8,8,8,7,7,7,7,0.808790125
5,5,5,5,6,5,5,,6,5,5,5,5,5,5,5,6,5,5,5,4,0.10239386
7,7,8,8,10,8,9,,8,7,8,8,8,8,8,7,8,7,8,8,7,0.87364522
9,9,9,9,10,8,8,10,8,8,8,9,8,8,9,9,8,7,8,8,7,0.367555228
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.315348187
2,2,2,9,4,,,,,,,,,,,,,,,,,0.305663491
7,6,7,7,8,,,,,,,,,,,,,,,,,0.954493996
10,10,10,10,10,9,9,9,9,9,9,8,7,9,9,7,9,8,9,9,9,0.620128765
7,7,7,6,9,7,8,7,8,5,6,8,4,7,8,5,8,4,7,8,4,0.508013033
8,8,8,8,9,8,9,10,9,8,8,8,8,8,9,9,9,8,8,8,8,0.443606247
9,9,9,8,9,,,,,,,,,,,,,,,,,0.801092052
8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,0.955713517
7,7,8,7,9,6,9,9,8,7,8,8,8,8,8,5,8,5,7,6,3,0.028585446
8,8,8,8,9,8,8,8,8,8,8,8,8,7,7,7,8,7,8,8,8,0.082756974
10,10,10,10,10,9,9,10,10,9,9,9,9,10,10,9,10,8,9,10,8,0.057660822
8,8,8,8,9,9,9,9,9,9,8,8,7,7,9,9,9,9,8,9,8,0.632817078
7,8,8,7,9,6,9,8,8,7,8,7,7,7,8,7,8,9,8,8,9,0.039012171
7,7,8,7,8,7,6,6,7,5,5,5,6,6,6,6,7,6,7,7,6,0.611316288
7,7,8,6,8,7,8,8,7,6,7,7,6,7,7,5,7,4,7,7,4,0.826971452
9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,0.761469432
8,8,10,8,10,8,8,8,10,6,8,8,10,10,10,10,10,6,8,10,8,0.549715588
7,7,9,7,10,7,8,10,9,6,5,5,3,5,8,4,8,3,7,9,3,0.432816671
7,7,7,7,7,,,,,,,,,,,,,,,,,0.672659878
9,8,9,9,9,9,9,10,8,9,9,8,8,8,9,9,9,8,9,9,9,0.312658327
8,8,8,8,10,7,9,9,9,6,6,9,6,8,8,6,8,5,7,7,5,0.476120914
8,8,8,7,9,8,7,8,7,7,8,7,6,8,7,7,8,7,8,8,7,0.43702883
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.20095618
7,8,8,6,10,8,8,9,9,8,8,8,8,8,6,8,9,8,9,9,7,0.82421791
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.236263005
10,9,9,8,9,9,9,9,9,8,9,9,9,8,9,8,9,8,9,9,8,0.351830503
7,7,,7,8,6,6,7,6,7,7,7,7,7,7,7,7,7,6,7,7,0.067225837
7,7,8,4,8,7,6,7,8,8,7,4,5,6,3,6,7,3,7,7,7,0.786504661
8,8,8,8,10,8,8,8,8,7,7,8,8,8,8,8,9,7,8,8,8,0.85846131
8,8,9,7,9,9,8,10,10,8,8,8,10,10,9,8,10,10,10,9,10,0.614810371
8,8,8,8,10,,8,8,8,7,8,8,7,8,8,7,,7,8,7,6,0.369323418
9,9,9,9,10,8,9,9,9,8,8,8,8,8,9,8,8,6,8,7,7,0.233509966
7,7,7,7,7,7,7,7,7,4,4,4,7,7,7,4,7,7,7,7,7,0.554080259
6,6,6,5,8,6,9,10,9,8,8,7,6,6,4,8,4,8,8,8,9,0.758625313
10,10,10,10,8,10,10,10,10,10,10,9,10,10,10,10,10,5,10,9,10,0.155106538
5,6,6,4,7,6,5,5,5,5,6,6,6,8,8,8,8,8,8,2,8,0.402376332
8,8,8,7,9,7,9,9,9,9,9,7,8,9,10,8,9,6,7,9,8,0.01394877
1,1,1,1,5,1,8,8,1,8,7,6,8,8,8,8,8,8,8,8,8,0.56884156
8,8,8,8,10,8,10,10,9,8,7,7,4,4,8,5,8,8,7,8,8,0.02701199
8,8,10,7,10,8,8,10,10,9,9,8,8,9,8,9,10,8,9,7,9,0.944467511
5,5,5,8,8,8,8,7,9,5,5,6,8,8,6,6,9,5,3,9,5,0.451452098
8,8,8,8,10,7,9,10,8,8,8,8,8,8,8,8,8,7,8,8,7,0.845584026
8,8,8,7,9,6,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,0.465748995
8,8,9,8,10,10,10,10,10,9,9,9,9,9,9,10,10,7,8,10,7,0.841647424
9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,9,9,8,9,9,8,0.907114443
8,8,8,8,10,8,8,9,9,8,8,8,7,9,9,7,9,7,8,8,7,0.414150642
10,10,10,10,10,,,,,,,,,,,,,,,,,0.642881705
8,8,8,8,10,9,8,10,9,8,8,8,8,10,10,8,9,8,8,8,8,0.049521519
8,8,7,7,8,7,7,7,7,6,7,7,6,7,7,7,7,5,7,7,5,0.933461331
8,8,8,7,10,8,9,8,8,7,8,9,7,8,5,7,8,6,8,8,6,0.402295122
6,7,6,6,10,9,10,10,10,8,8,8,8,8,9,9,9,6,9,9,8,0.098603869
5,6,5,4,10,7,9,8,6,7,9,8,5,8,4,8,5,7,5,9,8,0.739048782
9,9,10,9,10,10,9,10,10,9,9,9,10,10,10,10,10,9,10,9,9,0.536626926
8,8,9,9,10,9,9,9,10,9,8,8,9,8,8,8,9,7,8,8,8,0.944926968
7,7,7,5,9,8,9,9,8,9,9,6,6,8,8,8,8,7,8,8,7,0.75647439
6,7,7,6,8,,,,,,,,,,,,,,,,,0.327290531
